,Date,PZA_close_price
0,2021-01-13 00:00:00-05:00,27.09
1,2021-01-14 00:00:00-05:00,27.16852569580078
2,2021-01-15 00:00:00-05:00,27.249393463134766
3,2021-01-16 00:00:00-05:00,27.327136993408203
4,2021-01-17 00:00:00-05:00,27.4019775390625
5,2021-01-18 00:00:00-05:00,27.47370147705078
6,2021-01-19 00:00:00-05:00,27.542970657348633
7,2021-01-20 00:00:00-05:00,27.60820960998535
8,2021-01-21 00:00:00-05:00,27.670001983642578
9,2021-01-22 00:00:00-05:00,27.729055404663086
10,2021-01-23 00:00:00-05:00,27.786149978637695
11,2021-01-24 00:00:00-05:00,27.842098236083984
12,2021-01-25 00:00:00-05:00,27.896142959594727
13,2021-01-26 00:00:00-05:00,27.948593139648438
14,2021-01-27 00:00:00-05:00,27.99887466430664
15,2021-01-28 00:00:00-05:00,28.0476016998291
16,2021-01-29 00:00:00-05:00,28.094572067260742
17,2021-01-30 00:00:00-05:00,28.14042091369629
18,2021-01-31 00:00:00-05:00,28.184831619262695
19,2021-02-01 00:00:00-05:00,28.227630615234375
20,2021-02-02 00:00:00-05:00,28.26908302307129
21,2021-02-03 00:00:00-05:00,28.309024810791016
22,2021-02-04 00:00:00-05:00,28.34787368774414
23,2021-02-05 00:00:00-05:00,28.38568687438965
24,2021-02-06 00:00:00-05:00,28.422962188720703
25,2021-02-07 00:00:00-05:00,28.459531784057617
26,2021-02-08 00:00:00-05:00,28.495494842529297
27,2021-02-09 00:00:00-05:00,28.53084945678711
28,2021-02-10 00:00:00-05:00,28.56602668762207
29,2021-02-11 00:00:00-05:00,28.601388931274414
30,2021-02-12 00:00:00-05:00,28.637176513671875
31,2021-02-13 00:00:00-05:00,28.672922134399414
32,2021-02-14 00:00:00-05:00,28.70909309387207
33,2021-02-15 00:00:00-05:00,28.745386123657227
34,2021-02-16 00:00:00-05:00,28.7821044921875
35,2021-02-17 00:00:00-05:00,28.819360733032227
36,2021-02-18 00:00:00-05:00,28.856931686401367
37,2021-02-19 00:00:00-05:00,28.8946590423584
38,2021-02-20 00:00:00-05:00,28.933361053466797
39,2021-02-21 00:00:00-05:00,28.97309684753418
40,2021-02-22 00:00:00-05:00,29.014497756958008
41,2021-02-23 00:00:00-05:00,29.057573318481445
42,2021-02-24 00:00:00-05:00,29.10201072692871
43,2021-02-25 00:00:00-05:00,29.147737503051758
44,2021-02-26 00:00:00-05:00,29.194002151489258
45,2021-02-27 00:00:00-05:00,29.24034309387207
46,2021-02-28 00:00:00-05:00,29.2863712310791
47,2021-03-01 00:00:00-05:00,29.33201789855957
48,2021-03-02 00:00:00-05:00,29.37723731994629
49,2021-03-03 00:00:00-05:00,29.422006607055664
50,2021-03-04 00:00:00-05:00,29.466344833374023
51,2021-03-05 00:00:00-05:00,29.510223388671875
52,2021-03-06 00:00:00-05:00,29.553682327270508
53,2021-03-07 00:00:00-05:00,29.596738815307617
54,2021-03-08 00:00:00-05:00,29.6393985748291
55,2021-03-09 00:00:00-05:00,29.68164825439453
56,2021-03-10 00:00:00-05:00,29.723522186279297
57,2021-03-11 00:00:00-05:00,29.7650146484375
58,2021-03-12 00:00:00-05:00,29.80614471435547
59,2021-03-13 00:00:00-05:00,29.846939086914062
60,2021-03-14 00:00:00-05:00,29.887414932250977
61,2021-03-15 00:00:00-05:00,29.92759132385254
62,2021-03-16 00:00:00-05:00,29.967477798461914
63,2021-03-17 00:00:00-05:00,30.007112503051758
64,2021-03-18 00:00:00-05:00,30.04651641845703
65,2021-03-19 00:00:00-05:00,30.085723876953125
66,2021-03-20 00:00:00-05:00,30.124759674072266
67,2021-03-21 00:00:00-05:00,30.16364288330078
68,2021-03-22 00:00:00-05:00,30.202407836914062
69,2021-03-23 00:00:00-05:00,30.24108123779297
70,2021-03-24 00:00:00-05:00,30.279672622680664
71,2021-03-25 00:00:00-05:00,30.318208694458008
72,2021-03-26 00:00:00-05:00,30.356687545776367
73,2021-03-27 00:00:00-05:00,30.39512825012207
74,2021-03-28 00:00:00-05:00,30.433551788330078
75,2021-03-29 00:00:00-05:00,30.471961975097656
76,2021-03-30 00:00:00-05:00,30.510366439819336
77,2021-03-31 00:00:00-05:00,30.54875946044922
78,2021-04-01 00:00:00-05:00,30.587148666381836
79,2021-04-02 00:00:00-05:00,30.625518798828125
80,2021-04-03 00:00:00-05:00,30.663896560668945
81,2021-04-04 00:00:00-05:00,30.702255249023438
82,2021-04-05 00:00:00-05:00,30.74059295654297
83,2021-04-06 00:00:00-05:00,30.77890968322754
84,2021-04-07 00:00:00-05:00,30.817167282104492
85,2021-04-08 00:00:00-05:00,30.855356216430664
86,2021-04-09 00:00:00-05:00,30.893434524536133
87,2021-04-10 00:00:00-05:00,30.931379318237305
88,2021-04-11 00:00:00-05:00,30.969175338745117
89,2021-04-12 00:00:00-05:00,31.006786346435547
90,2021-04-13 00:00:00-05:00,31.044214248657227
